u,g,r,i,z,redshift
22.37585,22.38367,21.93074,21.82421,21.79008,1.068591
24.05714,22.61686,20.91408,19.9533,19.50234,0.4207584
20.67398,18.56436,17.28181,16.76361,16.42984,0.181161
22.62924,20.16201,18.53745,17.95099,17.59479,0.3197662
17.82717,17.51623,17.46551,17.55134,17.45031,0.8018473
20.10617,18.98351,18.73416,18.61267,18.58119,-0.0002317403
23.17425,21.01119,19.70742,18.81632,18.51492,0.5463437
20.48137,19.93672,19.08763,18.8507,18.86547,0.2384804
25.85663,21.82028,20.18019,19.0687,18.52552,0.5201175
20.79993,20.13425,20.15866,20.13617,20.01659,2.385207
22.33767,21.74014,20.67626,19.84993,19.52213,0.6578612
25.83382,21.39494,19.72356,18.7951,18.24257,0.5434439
20.63369,19.70916,19.3281,19.13218,18.9224,0.04436153
22.35007,22.15755,21.56473,21.3518,22.32433,1.094724
19.14827,18.29359,17.92188,17.82209,17.78532,-0.000959174
22.91457,22.31324,21.98196,22.07411,21.62709,1.080988
19.28164,19.09451,18.99634,18.71528,18.35767,0.4178711
18.03811,16.82071,16.34176,16.17022,16.09869,-8.571373e-05
20.76697,20.53751,20.42526,20.3893,20.12677,0.7651492
22.66282,21.24686,19.39263,18.76901,18.32927,0.4079209
22.85022,23.13064,21.07395,19.88872,19.34152,0.6705978
22.35095,20.994,20.8993,20.86429,20.90885,2.989158
25.06124,23.95352,21.36632,20.37878,19.74027,0.5681641
24.26739,23.36476,22.00586,20.59883,19.77673,-0.000306974
17.43234,15.35686,14.37408,13.93301,13.58689,0.04389976
22.3195,22.26865,21.87157,21.62872,21.36745,-0.0008556245
24.39983,20.78645,19.08874,18.37985,17.95403,0.3553521
18.91253,17.59457,17.15162,16.88059,16.71247,0.05181731
23.26015,22.68328,21.80761,21.30201,21.03897,0.7437139
22.94217,21.92177,20.61111,19.66482,19.50596,0.4845428
21.53719,21.73757,20.11915,19.26015,18.82071,0.4326164
24.24846,20.75749,19.12008,17.92074,17.28085,-3.172036e-05
21.39106,18.80597,17.66173,17.1944,16.91737,6.097797e-05
23.94913,22.30946,20.9222,19.89435,19.68061,0.5683936
25.84188,22.37415,20.95275,20.03819,19.57424,-0.0002110237
19.54317,18.24606,17.75621,17.42084,17.26398,0.05572638
18.69103,17.51556,17.02955,16.73929,16.61707,0.07438713
22.46507,20.01855,18.31896,17.75124,17.35167,0.3165901
22.33691,21.81987,21.54392,21.24271,20.90297,1.542958
22.65322,23.96197,22.1266,20.71429,19.89425,0.6822976
21.48325,19.49029,18.22982,17.74475,17.41683,0.1922024
22.13474,22.56657,22.3838,22.14661,21.09543,0.7720074
25.24481,24.22824,21.95392,21.76216,21.26111,0.7193931
25.04274,23.22184,21.51063,20.34763,19.64458,0.683347
18.12143,16.76318,16.01564,15.62705,15.35521,0.07057091
22.10867,21.04289,20.64937,20.22055,19.85036,0.5278385
21.88587,21.811,21.5933,21.72217,21.23778,1.345634
22.29739,21.41673,19.59817,18.88516,18.50124,0.4202813
22.20098,21.60546,21.07604,21.0724,21.78011,0.1495708
21.83647,21.70195,21.61525,21.58235,22.06749,1.928071
18.90829,17.57273,16.9265,16.57311,16.39298,0.1164393
19.77387,18.25682,17.4576,17.04674,16.73458,0.1037572
19.34144,17.81854,17.09109,16.65753,16.30705,0.1308753
18.53768,17.28884,16.65052,16.16036,15.9907,0.07064172
22.88532,22.03906,20.57187,19.61232,19.13665,0.4899845
21.67647,21.34395,21.4012,20.9633,20.54792,1.785094
21.15369,20.11267,18.39901,17.77329,17.3851,0.3411443
19.82826,19.473,19.24536,18.92676,18.82539,1.641438
22.88072,20.74537,18.98061,18.24688,17.54208,0.4304456
22.8864,22.20228,21.97988,21.98641,21.5705,0.2876233
23.32097,22.75524,22.00317,21.25165,20.05835,0.7534599
23.17063,22.98202,22.23838,21.78794,22.00423,0.706371
22.22052,21.71957,21.24424,21.38307,21.13298,1.376152
19.85575,19.91898,20.08075,19.7268,19.77466,1.788585
20.24428,18.72983,17.7972,17.32858,17.09081,0.0001458201
22.40353,21.58157,21.29926,20.92633,20.94963,1.6259
23.02788,21.99348,21.49511,21.33126,21.86088,0.05009112
22.73691,21.73303,20.22624,19.42079,19.10497,0.4782215
25.5136,23.04264,21.17566,20.00634,19.7219,0.5536857
23.14635,21.18501,19.51826,18.79318,18.29778,0.4133774
21.21439,19.95305,19.31892,19.09117,18.94786,0.001214749
24.85694,21.89379,20.15607,19.36974,18.93297,0.4516746
23.6905,20.42129,18.63057,17.98446,17.566,0.3061868
25.44841,22.22527,20.22625,19.37846,18.95208,0.4448667
21.19644,19.80662,19.14374,18.84943,18.63583,-0.0002114323
19.30404,19.27355,19.05304,19.0943,19.1185,0.0
21.07938,19.83993,19.4087,19.27113,19.15212,0.0002632089
21.38611,20.19959,19.96361,20.02823,19.86627,2.626022
23.5699,21.4419,20.05448,19.22062,18.67552,0.4709962
20.51685,18.40435,17.50293,17.09805,16.7942,0.08224129
19.3694,18.12787,17.52943,17.19604,16.95938,0.08366157
20.76028,18.72942,17.5966,17.05,16.63615,0.1459567
21.85399,20.8969,20.4622,20.22812,20.405,0.0002359841
21.83153,19.59492,18.19943,17.61263,17.17458,0.2297541
23.99779,22.20758,20.29212,19.35572,18.9099,0.4978101
20.50097,18.4592,17.43869,17.00336,16.67932,0.09583329
18.44139,17.0355,16.47768,16.27207,16.16425,-0.0002094328
20.3345,20.03421,19.9789,19.74953,19.88132,1.569083
23.58792,22.42637,21.96509,21.60169,22.17259,0.1304187
20.42068,20.39905,19.39281,18.59764,18.12392,0.5475576
24.08519,21.96626,20.17946,19.21302,18.76552,0.5071765
21.83121,19.77109,18.77997,18.3039,18.0211,1.587359
23.34936,22.42621,21.89421,21.51611,20.64485,0.6777688
21.89883,22.10371,21.80068,21.00661,20.75754,0.8561109
22.17592,21.3632,19.79277,18.91346,18.5902,0.473415
21.12061,19.23138,17.7073,17.14978,16.77621,0.2408628
21.06227,21.02157,21.05479,20.6972,20.28448,1.985238
20.05595,17.98003,17.15089,16.71757,16.41283,0.1404721
21.24019,19.65755,18.76123,18.40037,18.17836,0.0001764801
18.20559,15.92862,15.03155,14.67264,14.47087,7.798948e-05
23.98091,22.92661,21.31441,20.03184,19.69298,0.7041121
20.68505,18.95015,17.79052,17.34043,17.02895,0.203727
22.92653,22.28822,21.80373,21.57927,21.49732,0.2547408
22.70918,20.89282,19.07305,18.45805,18.0792,0.3394319
20.38792,20.27548,20.23437,20.09609,19.87395,1.478476
24.64995,22.10091,20.12287,19.10301,18.65959,0.5112591
20.16619,18.50823,17.4414,17.0005,16.76554,0.1685201
25.69282,22.10343,20.1652,19.2599,18.76478,0.4784634
22.17629,22.06078,21.71313,21.25812,21.36542,0.5293355
22.37622,21.52509,21.6097,21.23454,20.66195,2.30987
19.80315,19.70928,19.46984,19.46155,19.21035,1.025941
20.92198,20.26099,20.29246,20.32104,20.00368,2.309086
27.02765,21.65857,20.33148,19.2706,18.66873,0.4395509
24.59391,21.36387,19.98783,19.10759,19.14313,1.384804e-05
23.62265,21.66888,20.38502,19.42885,19.16284,0.642388
23.62642,23.33265,21.58329,20.6637,19.88508,0.6054463
23.03443,22.24401,20.39822,19.389,19.02376,0.5109059
18.2974,16.91109,16.14245,15.7386,15.41656,0.1123804
19.11743,16.96369,15.97501,15.50984,15.16534,0.07014675
25.90059,22.27057,21.72617,21.14677,20.77423,0.6539713
21.18501,21.27839,20.90768,20.83963,20.96238,1.187694
20.31765,20.30978,20.41302,20.58211,20.73135,0.9603842
21.91287,21.85183,21.73284,21.66195,21.54125,1.84669
24.43351,23.12172,21.40795,20.37988,19.68952,0.583327
26.54529,20.9141,19.12163,18.45437,18.09132,0.3380948
19.17522,18.30385,17.93864,17.8116,17.74151,-0.0002648408
22.60228,22.05457,20.45656,19.22176,18.96721,0.5618856
26.36212,22.05642,20.75055,19.73241,19.31444,0.5114112
21.14021,20.78041,20.60402,20.36783,20.12573,1.476862
22.71982,21.91201,21.90763,21.58884,21.61706,2.261652
19.31901,17.77635,17.16645,16.91888,16.78865,-6.24633e-05
20.90178,20.72999,20.21549,20.16383,20.03316,1.141734
22.07924,21.73695,21.66167,21.30228,20.52828,1.16957
21.87414,21.10217,21.30409,21.1015,21.0598,2.22554
22.59128,21.49616,20.97619,20.74651,20.32532,-0.0003304924
18.71379,17.42196,16.91794,16.71807,16.66062,-0.0001503953
24.53659,21.99928,20.51609,18.80447,17.77879,-4.293694e-06
23.08835,22.9908,22.0303,22.25979,22.96629,0.8378254
23.57286,24.23901,21.78167,20.56351,19.9087,0.6966765
22.24839,21.97027,21.45724,20.98192,20.79887,0.4809017
23.42386,22.13503,20.56792,19.48615,18.97434,0.5635833
21.99176,20.8832,19.20722,18.44101,18.03749,0.4732836
21.50212,18.94886,17.83452,17.36392,17.12107,0.0001843003
25.02709,22.57538,20.94919,19.76256,19.14907,0.5647242
22.80694,21.51345,20.64511,20.43081,20.3153,1.026587
24.87884,21.42664,20.0335,19.24599,19.14811,0.2764967
19.09845,17.44545,16.97541,16.83386,16.72219,3.216654e-05
26.34422,22.37439,20.88728,19.72357,19.00697,0.5621437
18.12676,16.98303,16.52203,16.18546,16.0148,0.0532815
22.22146,20.94637,20.18412,19.59872,19.30639,4.877249
19.87064,18.2081,17.66052,17.45283,17.38758,6.550335e-06
25.38462,23.69147,21.77596,20.6253,19.9322,0.5846914
23.90714,22.06455,20.56558,19.4398,18.98157,0.5644676
19.25917,17.4741,16.51979,16.07,15.70932,0.09641483
16.46143,15.31464,14.98146,14.87717,14.87947,-0.0001275782
23.29444,23.07709,20.90019,19.77551,19.46416,0.5558657
23.33139,21.82117,20.45884,19.53732,19.09127,0.5230811
18.71196,16.72027,15.74471,15.29953,14.94623,0.08864074
19.74239,18.13574,17.15163,16.69252,16.31077,0.1301159
26.36857,21.99324,20.26249,19.244,18.6134,0.5030277
20.54986,20.45128,20.25604,19.92307,19.61739,1.766106
23.13745,22.0673,21.42517,21.20338,20.20764,1.280291
19.09022,18.94052,18.8959,18.74176,18.74254,1.568223
18.89777,17.12374,16.27947,15.91678,15.70431,-6.569431e-05
25.28819,23.15867,21.86686,20.661,20.11685,0.5727471
21.58008,21.0313,20.90544,21.0994,20.88193,2.577724
22.613,21.41979,19.66135,18.88955,18.45126,0.4360718
23.21645,21.35672,19.72546,18.94792,18.63788,0.4710828
25.46658,22.15668,20.58597,19.228,18.44189,0.0001918009
22.88658,21.14708,19.31035,18.64748,18.19861,0.3868767
23.53683,22.07321,20.70539,19.87084,19.93138,0.7318611
21.23337,19.43624,17.97848,17.42194,17.05418,0.2884775
20.67659,20.06802,19.91473,19.90678,19.85089,2.759863
20.49834,18.42908,17.22426,16.71318,16.35372,0.1450119
24.66208,22.92454,21.00202,19.93406,19.47506,0.6588556
23.86012,21.56867,24.80203,19.33996,20.41069,-0.0001224661
21.30976,20.78503,20.72932,20.72736,20.54529,0.7744471
26.00421,22.83028,21.35793,20.06633,19.55129,0.6754804
26.96341,22.477,21.25948,19.94807,18.92129,0.8700598
21.24435,20.57441,20.6161,20.6474,20.74402,2.454255
22.06105,21.46599,21.08213,20.67826,20.16638,2.463013
22.91746,22.80794,21.29147,20.27923,19.97651,0.4918918
25.35252,21.32459,19.89953,19.04324,18.66748,0.5523534
19.99403,19.23269,18.82064,18.40628,18.22322,0.09131432
24.23813,21.71554,21.69776,21.38946,20.8991,-0.000546367
17.87208,16.00797,15.09181,17.42922,14.48127,8.613677e-05
23.22474,22.20336,20.29641,19.42108,18.80991,0.5820473
22.53812,22.71287,22.48099,21.86913,22.48828,0.9366409
22.06738,19.51405,18.08502,17.57305,17.22464,0.2303317
19.6665,18.39969,17.3735,16.85814,16.5479,0.2211029
26.62311,22.79526,20.81866,19.77691,19.07007,0.6552216
21.27803,20.20672,19.55018,19.17804,18.97169,0.1757173
20.09644,18.06589,16.93217,16.47504,16.11386,0.148772
24.34162,21.26532,20.41389,20.15489,19.92871,-0.0001096713
19.04953,18.98548,18.69755,18.5607,18.13124,0.3404158
17.78863,16.24943,15.69431,15.49397,15.4183,-0.0001219127
21.20493,20.70891,20.48781,20.75025,20.18453,0.8250371
21.4834,21.17247,21.02591,20.797,20.67548,1.648416
18.05533,16.85668,16.42998,16.28489,16.23531,0.0001513207
20.2748,20.18984,20.03013,19.97925,19.9856,1.030683
22.19989,21.53632,19.97894,19.09766,18.46008,0.5186899
21.30759,20.34747,20.02437,19.87312,19.8138,0.0002583532
24.95537,22.79533,21.36168,20.08146,19.66828,0.6440896
21.87543,21.79902,21.44567,21.3757,21.26415,1.943117
21.73545,21.38257,19.82472,19.03453,18.50844,0.4842094
21.53917,19.77617,18.3664,17.85732,17.48563,0.2181354
23.68524,21.66689,19.92696,18.98973,18.36829,0.5393046
23.49784,21.46009,19.95194,19.19623,18.90026,0.3687642
27.04901,23.27506,21.23875,20.12046,19.46967,0.7174762
23.1039,22.50208,22.46261,22.14795,22.16313,1.723226
23.53593,19.99383,18.78864,18.26394,17.95437,0.0001247366
20.24798,18.91435,17.6186,17.04489,16.63594,0.2209227
26.37489,22.39869,20.48297,19.45546,18.72576,0.5400053
18.58094,17.20561,16.4211,16.03678,15.73859,0.1176106
18.30444,17.39453,17.15462,17.02039,17.00919,-0.0005261239
19.6477,18.29288,17.53316,17.11228,16.87357,0.08192351
20.84978,19.82988,19.35289,18.9504,18.6639,0.6949015
19.01401,17.82117,17.41196,17.18541,17.12988,0.02280499
25.06963,22.19044,20.63919,19.73836,19.20304,0.4923244
22.92497,21.78817,20.93925,20.66784,20.23409,0.2219452
19.29818,17.98799,17.33617,16.9341,16.72017,0.08591575
21.7096,21.70311,21.67006,21.37421,20.97775,1.778667
20.55308,18.12743,17.04092,16.51115,16.14464,0.119817
23.43938,22.72603,20.87609,19.86466,19.40774,0.4956633
23.97139,20.2665,18.49151,17.89892,17.64707,0.2810482
25.3176,22.62995,20.78231,19.71601,19.12717,0.5226991
22.11296,22.29868,20.41954,19.40208,18.90758,0.5574588
22.19188,19.3556,17.76789,17.23922,16.84873,0.2539425
23.37271,22.38287,21.95201,21.36313,21.53645,0.8846067
22.39328,21.12397,20.21422,19.49238,19.13884,0.4810975
21.35594,20.4706,19.96664,19.7953,19.79887,8.562897e-05
20.35185,20.36006,20.65638,20.75384,21.68363,-0.0003227979
21.98175,21.44126,21.27807,21.2578,21.61772,2.530512
25.52832,22.33033,20.68698,19.77362,19.33072,0.4680707
25.02914,22.24663,20.78207,19.59333,19.17551,0.6254499
23.11861,22.68758,21.97227,21.19025,23.53329,1.018631
20.96949,19.97937,19.52747,19.30856,19.17733,-0.0008214873
17.34864,16.0382,15.51697,15.31508,15.23112,-3.083177e-05
22.01197,20.37275,18.71977,18.09265,17.65514,0.3293264
23.73505,23.56738,21.13942,19.90513,19.26816,0.6472408
17.32288,15.96739,15.39088,15.14697,15.02113,-0.0001106963
18.75204,18.5652,18.47321,18.14588,18.05349,1.786064
18.73191,17.75159,17.44522,17.23075,17.17548,0.03482312
21.6711,21.91248,21.38726,21.15407,20.53772,1.419068
21.27628,20.00252,19.17838,18.95055,18.79067,0.0003749161
18.37304,17.96843,17.53664,17.17248,17.125,0.2150977
17.77122,16.41551,15.59634,15.18674,14.8768,0.0793461
23.52014,23.93169,21.25443,19.76606,19.12227,0.7230614
17.50212,16.02096,15.37915,15.2255,15.08105,-3.680885e-05
21.54352,21.35441,21.24231,20.92447,20.63978,2.742222
27.24731,21.04129,19.33628,18.60987,18.3661,0.407735
21.42331,19.43815,17.99631,17.49558,17.15242,0.2258268
21.5773,20.58524,18.92124,18.29365,17.88986,0.2861433
21.88531,20.55414,19.81862,19.3838,19.2475,0.1387416
21.77746,20.90618,20.39444,20.27872,20.27136,0.0002589349
22.82917,20.94979,19.23983,18.52992,18.05616,0.3777099
20.71703,20.57823,20.12559,20.01736,19.98786,1.069579
23.09389,22.96995,21.12688,20.10185,19.67624,0.5175182
24.70478,22.28541,20.71731,19.78217,19.35695,0.4834229
19.48249,18.60263,18.32036,18.23087,18.17717,0.0008957836
20.39534,18.65091,17.69349,17.25525,16.9313,0.1208069
16.13163,14.96892,14.50101,14.25203,14.06188,0.01969696
20.41403,17.71247,16.32878,15.37177,14.88071,-1.517753e-05
18.69001,16.96995,16.07409,15.63296,15.28162,0.09830266
21.55736,20.34939,19.9808,19.66595,19.46335,2.759195
21.91816,20.85452,20.44268,20.2035,20.30191,-5.101653e-05
20.83414,20.63895,20.64313,20.56312,20.486,2.187438
20.63511,20.14116,19.82136,19.51713,19.24778,1.961092
21.41841,21.15718,20.98257,20.50611,20.72783,1.68035
19.33384,18.6283,18.57337,18.5178,18.27142,2.247924
23.7626,22.49191,20.98999,19.80624,19.47585,0.6075687
25.94703,18.80074,17.5202,17.06438,17.14462,0.1675659
19.65811,18.3138,17.4084,16.95708,16.59334,0.1390098
17.41477,16.25568,16.41209,16.61982,16.73728,0.0002318344
19.8846,17.65788,16.64568,16.20598,15.83678,0.1082987
18.90207,17.79503,17.40378,17.10959,17.01022,0.07176944
25.37583,22.78273,21.30454,20.27243,19.66489,0.5564561
20.93933,20.51827,20.27439,20.30767,20.04531,0.900002
20.54948,19.16036,18.59183,18.39279,18.29448,0.0003562454
23.97637,22.49541,20.62759,19.63355,19.1631,0.5124848
24.90957,21.92906,20.56865,19.72949,19.44347,0.6141052
25.5217,22.06472,21.57312,21.57996,21.53869,3.31441
23.25972,22.00119,20.70035,19.71922,19.11695,0.51335
19.03135,16.8425,16.01416,15.58045,15.29979,2.167139e-05
20.39761,20.30186,20.35441,20.11871,20.25082,1.768486
24.59735,22.45099,21.88133,21.54242,21.19378,0.2243344
22.1293,22.79784,21.57241,20.44385,19.78772,0.879831
22.92863,23.39146,21.20227,20.02261,19.53604,0.6092059
18.20945,16.89183,16.91351,17.01121,17.01858,-0.00122894
22.46854,21.40569,19.68726,18.92253,18.441,0.3237458
25.33442,24.36843,21.92212,20.52688,19.66744,0.3239353
25.62215,21.941,21.51328,21.52085,21.40038,-0.003327822
23.81636,22.59339,20.86486,19.95808,19.4624,0.4620502
22.34815,20.19007,18.68934,18.11304,17.81271,0.2612813
22.04049,20.34859,19.56769,19.21597,19.00389,4.476268
24.17114,21.66271,19.80538,18.92252,18.43693,0.4661659
20.6299,18.63527,17.78511,17.36463,17.0542,0.06635296
16.78453,15.43071,14.81457,14.46177,14.17484,0.02724707
20.37998,18.36058,17.26148,16.82507,16.45425,0.1343194
21.30252,20.62193,20.41048,20.45001,20.43118,2.659185
24.86257,22.43188,20.72241,19.79647,19.31424,0.4620662
25.40422,22.91477,21.71268,20.63286,19.89333,0.6166475
21.04215,19.11556,17.60542,17.06676,16.76005,0.2530123
21.29531,21.01595,20.53559,20.41611,20.00102,1.106568
20.23042,18.43545,17.55114,17.11745,16.79533,0.07019275
18.71499,17.01057,16.15882,15.67977,15.37247,0.06589612
19.26751,18.06564,17.4478,17.03432,16.80926,0.08727421
23.31665,21.93453,20.64405,19.77171,19.32134,0.517481
19.89543,18.14126,17.05689,16.55426,16.21033,0.1415518
20.61519,20.37166,20.39993,20.09593,20.10021,1.804797
22.29043,20.75191,18.86761,18.16155,17.71344,0.4195208
22.87678,19.88345,18.7923,18.34269,18.14213,-3.282851e-05
24.05758,22.95437,21.04702,19.84321,19.29096,0.6406826
19.60806,17.82416,16.96726,16.5473,16.18822,0.04102152
23.59917,20.63691,18.93082,18.33438,17.93203,0.3448462
21.24787,19.46455,18.0122,17.46063,17.06303,0.2563926
26.32206,21.84376,20.04718,19.23235,18.80437,0.4912355
22.54527,21.97131,21.91948,21.84383,21.12743,2.262722
23.96082,20.7098,19.48951,18.539,17.99627,0.512866
24.30937,22.51626,21.5974,20.43989,19.95588,0.8626858
26.55342,21.83518,20.10216,19.24414,18.86531,0.5930609
21.61974,19.11637,18.71307,18.37592,18.19158,3.033454
23.12261,20.56292,19.38461,18.90812,18.57769,0.164484
22.21599,22.22634,22.06136,21.60613,21.79902,0.9743612
22.70321,21.57507,20.15347,19.21661,18.74582,0.559383
22.34682,19.76974,18.38498,17.7886,17.41043,0.2330854
18.96666,17.68604,17.00271,16.62195,16.41694,0.1379752
19.33845,17.81016,17.11678,16.86368,16.67409,9.562237e-05
20.64924,19.17846,18.99373,18.89609,18.88796,-0.001714282
22.06853,21.92974,22.02486,21.91032,21.62194,2.425637
23.40927,22.68895,21.02753,20.04361,19.4228,0.6228047
20.97738,20.35223,19.75981,19.65212,19.64717,1.037908
12.99664,11.33897,10.98255,10.87374,11.19448,0.0001738736
26.64248,21.49235,19.80937,18.96389,18.59427,0.4669332
22.89746,22.50078,20.60701,19.39334,18.90775,0.6157404
22.06103,22.3158,21.96411,21.73906,21.14679,1.28616
19.87144,17.87659,16.93569,16.50759,16.19564,0.08104788
19.43046,18.48584,18.19874,18.10513,18.08197,-0.0008506391
22.21085,21.69738,20.79985,19.87523,19.25038,0.6065763
24.11187,21.69269,20.13206,19.28237,18.84241,0.4802167
20.30123,20.35695,20.77102,20.98381,21.21392,0.0002023104
24.84371,22.52069,21.43133,20.32889,19.63859,0.52574
24.01704,20.6439,20.116,19.90589,19.94788,-0.0006238333
19.91769,17.90112,16.97342,16.57676,16.2778,0.07804766
21.84994,19.30197,17.7784,17.23701,16.9239,0.2707886
20.20546,19.02206,18.5722,18.41021,18.33977,-0.000480763
24.59659,22.21717,20.60266,19.62646,19.11303,0.5442678
21.30372,20.70936,20.58414,20.55512,20.30825,2.444456
27.45916,22.81544,21.19989,20.16865,19.15944,2.052441
20.97828,20.61169,20.32489,20.23862,20.11295,0.977366
20.42511,18.45427,17.25041,16.76775,16.42322,0.1794568
18.76101,18.60468,18.39529,18.34448,18.34043,1.195431
23.07718,22.95405,22.83743,22.26262,21.79437,0.9728271
26.01204,21.28855,19.36114,18.63103,18.29736,0.396264
19.32276,18.04726,17.59361,17.34696,17.22717,0.05975056
21.50505,21.04134,20.70316,20.81736,21.07445,0.8304369
20.95639,20.97351,20.83278,20.81653,20.78971,1.096339
25.03627,23.7228,21.099,20.07435,19.54905,0.4836472
22.34581,22.91529,20.84057,19.61483,19.26633,0.5593336
23.62446,22.11556,21.96347,21.62657,21.26063,2.669367
16.38536,14.95759,14.24993,13.89987,13.60606,0.03193976
21.97374,20.70318,20.52382,20.49202,20.49685,-0.0008889059
22.1946,21.23302,20.92409,20.90568,20.98983,2.68792
22.21298,22.02132,20.54432,19.74179,19.37782,0.4395938
21.2001,20.69789,20.69291,20.42806,20.31143,0.6330198
17.32208,16.41228,16.12101,16.00462,15.96988,-0.0001891234
22.34608,20.50701,19.7863,19.10836,19.06771,0.2414805
24.0783,22.84133,21.16334,20.01319,19.42011,0.5470564
27.27274,21.74582,20.01555,19.00972,18.50847,0.5175083
20.03768,18.09909,17.02513,16.57373,16.20122,0.1346443
18.58408,18.50093,18.30104,18.41089,18.52118,1.114936
